origin_id,destination_id,entry_cost,network_cost,exit_cost,total_cost
Villanueva de la Serena,Miajadas,23.7895857,27450.1881232,39.1585618,27513.1362707
Villanueva de la Serena,Valencia de Alcántara,23.7895857,174378.3605645,2.5264989,174404.6766491
Villanueva de la Serena,Trujillo,23.7895857,63197.7075821,201.0830222,63422.58019
Villanueva de la Serena,Montánchez,23.7895857,57098.8092389,46.3952131,57168.9940377
Villanueva de la Serena,Castañar de Ibor,23.7895857,108551.285427,698.7043221,109273.7793348
Villanueva de la Serena,Miajadas,23.7895857,27386.9123151,29.0812557,27439.7831565
Villanueva de la Serena,Brozas,23.7895857,136212.2121932,66.5231765,136302.5249555
Villanueva de la Serena,Logrosán,23.7895857,61826.0075589,52.4389281,61902.2360728
Villanueva de la Serena,Cáceres,23.7895857,94198.9238321,127.5009616,94350.2143794
Zafra,Ribera del Fresno,37.3922863,25760.0686099,133.3404845,25930.8013807
Zafra,Ribera del Fresno,37.3922863,23631.1410538,43.0864065,23711.6197466
Zafra,Don Benito,37.3922863,93698.3696119,1210.0073194,94945.7692176
Zafra,Talavera la Real,37.3922863,71757.8375165,157.046597,71952.2763998
Zafra,Atalaya,37.3922863,12306.4430224,1173.6409482,13517.4762569
Zafra,Quintana de la Serena,37.3922863,93308.8584007,22.5339004,93368.7845874
Zafra,Cabeza del Buey,37.3922863,131092.0243426,167.6163566,131297.0329855
Zafra,Fregenal de la Sierra,37.3922863,41807.9295868,714.1054274,42559.4273005
Zafra,Fuente del Maestre,37.3922863,13333.4389669,904.9346082,14275.7658615
Zafra,Llerena,37.3922863,43536.1410803,387.2846945,43960.8180611
Zafra,Siruela,37.3922863,163682.4897889,60.3970647,163780.2791399
Zafra,Puebla del Prior,37.3922863,25473.8926728,856.8577394,26368.1426985
Zafra,Olivenza,37.3922863,70139.5925357,419.4188023,70596.4036244
Zafra,Mérida,37.3922863,61384.825898,457.6761902,61879.8943745
Zafra,Castuera,37.3922863,99718.0443403,46.7786586,99802.2152852
Zafra,Monterrubio de la Serena,37.3922863,113565.8170844,100.409866,113703.6192367
Zafra,Villanueva de la Serena,37.3922863,104426.5763329,153.7294795,104617.6980987
Zafra,Badajoz,37.3922863,80023.3087253,272.375242,80333.0762536
Zafra,Trujillo,37.3922863,144651.7784858,1198.1750218,145887.3457939
Zafra,Moraleja,37.3922863,210076.9300556,316.2138127,210430.5361546
Zafra,Nuñomoral,37.3922863,260286.891637,45.3584391,260369.6423624
Zafra,Cabezuela del Valle,37.3922863,240413.6448993,418.7409299,240869.7781155
Zafra,Aldeanueva del Camino,37.3922863,234760.8232193,220.512285,235018.7277906
Zafra,Ceclavín,37.3922863,204833.4659779,1118.2002169,205989.0584811
Zafra,Montehermoso,37.3922863,216140.9523913,518.5415382,216696.8862158
Zafra,Jaraíz de la Vera,37.3922863,221602.0612516,685.9588293,222325.4123672
Zafra,Navalmoral de la Mata,37.3922863,217291.1405946,1329.9633607,218658.4962417
Zafra,Jarandilla de la Vera,37.3922863,239053.8276212,659.9406189,239751.1605265
Zafra,Plasencia,37.3922863,199428.7327183,588.7880731,200054.9130778
Zafra,Cañaveral,37.3922863,167667.8556849,193.661938,167898.9099092
Zafra,Cadalso,37.3922863,239100.078009,345.2970645,239482.7673598
Zafra,Coria,37.3922863,188956.845103,74.549165,189068.7865544
Zafra,Serradilla,37.3922863,184404.0030856,1273.8395642,185715.2349362
Zafra,Millanes,37.3922863,205296.8836495,220.4399506,205554.7158864
Zafra,Casatejada,37.3922863,204332.5105608,320.3661866,204690.2690337
Zafra,Escurial,37.3922863,111757.6566064,74.3212918,111869.3701845
